model_name,analysis_group,event_type,site,treatment_value,predicted_outcome_do_t,delta_vs_mean_treatment
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.10226472483632575,15.396472364288682,-0.3325114694295629
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.11507903554282466,15.331100695762265,-0.3978831379559793
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.12789334624932355,15.26572902723585,-0.46325480648239564
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.14070765695582246,15.200357358709432,-0.5286264750088121
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.15352196766232137,15.134985690183015,-0.5939981435352285
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.16633627836882028,15.0696140216566,-0.6593698120616449
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.17915058907531917,15.004242353130183,-0.7247414805880611
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.19196489978181808,14.938870684603767,-0.7901131491144775
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.204779210488317,14.87349901607735,-0.8554848176408939
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.2175935211948159,14.808127347550935,-0.9208564861673103
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.2304078319013148,14.742755679024517,-0.9862281546937267
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.2432221426078137,14.677384010498102,-1.051599823220143
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.2560364533143126,14.612012341971685,-1.1169714917465592
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.2688507640208115,14.54664067344527,-1.1823431602729757
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.2816650747273104,14.481269004918852,-1.247714828799392
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.2944793854338093,14.415897336392437,-1.3130864973258085
site_mortality__colon_and_rectum__total_effect,site,Mortality,Colon and Rectum,0.3072936961403082,14.35052566786602,-1.3784581658522248
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,-0.0002497608156655,15.997425787787602,0.2684419540693579
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.012564549890833405,15.905289248170073,0.17630541445182799
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.02537886059733231,15.813152708552543,0.08416887483429811
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.038193171303831215,15.721016168935012,-0.007967664783231753
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.05100748201033012,15.628879629317483,-0.10010420440076162
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.06382179271682903,15.536743089699954,-0.19224074401829153
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.07663610342332794,15.444606550082423,-0.28437728363582143
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.08945041412982684,15.352470010464893,-0.37651382325335125
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.10226472483632575,15.260333470847364,-0.4686503628708812
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.11507903554282466,15.168196931229835,-0.5607869024884111
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.12789334624932355,15.076060391612303,-0.6529234421059409
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.14070765695582246,14.983923851994774,-0.7450599817234708
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.15352196766232137,14.891787312377245,-0.8371965213410008
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.16633627836882028,14.799650772759714,-0.9293330609585306
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.17915058907531917,14.707514233142184,-1.0214696005760604
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.19196489978181808,14.615377693524655,-1.1136061401935902
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.204779210488317,14.523241153907124,-1.2057426798111202
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.2175935211948159,14.431104614289595,-1.2978792194286501
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.2304078319013148,14.338968074672065,-1.39001575904618
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.2432221426078137,14.246831535054536,-1.4821522986637097
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.2560364533143126,14.154694995437005,-1.5742888382812394
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.2688507640208115,14.062558455819476,-1.6664253778987692
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.2816650747273104,13.970421916201946,-1.7585619175162992
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.2944793854338093,13.878285376584415,-1.8506984571338292
site_mortality__colon_and_rectum__direct_effect,site,Mortality,Colon and Rectum,0.3072936961403082,13.786148836966886,-1.942834996751359
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,-0.0002497608156655,11.823557663899045,-0.033341340368382086
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.012564549890833405,11.834670804548978,-0.022228199718448804
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.02537886059733231,11.845783945198912,-0.011115059068515525
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.038193171303831215,11.856897085848844,-1.918418582247393e-06
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.05100748201033012,11.868010226498779,0.01111122223135103
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.06382179271682903,11.879123367148711,0.022224362881284314
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.07663610342332794,11.890236507798644,0.033337503531217595
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.08945041412982684,11.901349648448578,0.04445064418115087
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.10226472483632575,11.91246278909851,0.05556378483108416
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.11507903554282466,11.923575929748445,0.06667692548101745
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.12789334624932355,11.934689070398377,0.0777900661309507
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.14070765695582246,11.945802211048312,0.08890320678088398
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.15352196766232137,11.956915351698244,0.10001634743081728
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.16633627836882028,11.968028492348177,0.11112948808075056
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.17915058907531917,11.979141632998111,0.12224262873068381
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.19196489978181808,11.990254773648044,0.1333557693806171
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.204779210488317,12.001367914297978,0.14446891003055037
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.2175935211948159,12.01248105494791,0.15558205068048367
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.2304078319013148,12.023594195597845,0.16669519133041694
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.2432221426078137,12.034707336247777,0.1778083319803502
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.2560364533143126,12.04582047689771,0.18892147263028347
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.2688507640208115,12.056933617547644,0.20003461328021674
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.2816650747273104,12.068046758197577,0.21114775393015003
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.2944793854338093,12.07915989884751,0.22226089458008333
site_mortality__pancreas__total_effect,site,Mortality,Pancreas,0.3072936961403082,12.090273039497443,0.23337403523001662
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,-0.0002497608156655,11.85981515834914,0.002916154081713335
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.012564549890833405,11.858843162919175,0.0019441586517488642
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.02537886059733231,11.857871167489211,0.000972163221784393
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.038193171303831215,11.856899172059245,1.67791819922173e-07
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.05100748201033012,11.855927176629281,-0.0009718276381445487
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.06382179271682903,11.854955181199317,-0.00194382306810902
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.07663610342332794,11.853983185769353,-0.0029158184980734914
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.08945041412982684,11.853011190339387,-0.0038878139280379615
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.10226472483632575,11.852039194909423,-0.004859809358002434
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.11507903554282466,11.85106719947946,-0.005831804787966905
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.12789334624932355,11.850095204049495,-0.006803800217931374
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.14070765695582246,11.849123208619531,-0.007775795647895846
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.15352196766232137,11.848151213189565,-0.008747791077860317
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.16633627836882028,11.847179217759601,-0.009719786507824789
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.17915058907531917,11.846207222329637,-0.010691781937789257
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.19196489978181808,11.845235226899673,-0.011663777367753729
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.204779210488317,11.844263231469707,-0.0126357727977182
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.2175935211948159,11.843291236039743,-0.013607768227682672
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.2304078319013148,11.842319240609779,-0.014579763657647142
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.2432221426078137,11.841347245179815,-0.015551759087611612
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.2560364533143126,11.840375249749851,-0.01652375451757608
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.2688507640208115,11.839403254319885,-0.017495749947540554
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.2816650747273104,11.838431258889921,-0.018467745377505024
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.2944793854338093,11.837459263459957,-0.019439740807469498
site_mortality__pancreas__direct_effect,site,Mortality,Pancreas,0.3072936961403082,11.836487268029993,-0.020411736237433968
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,-0.0002497608156655,20.588877909391158,-0.31495057452920805
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.013597610974815858,20.705450636570667,-0.19837784734970032
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.027444982765297218,20.822023363750173,-0.08180512017019259
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.04129235455577857,20.938596090929682,0.03476760700931508
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.05513972634625993,21.05516881810919,0.15134033418882278
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.0689870981367413,21.171741545288697,0.26791306136833054
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.08283446992722265,21.288314272468206,0.38448578854783827
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.09668184171770401,21.40488699964771,0.5010585157273459
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.11052921350818537,21.52145972682722,0.6176312429068536
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.12437658529866673,21.638032454006726,0.7342039700863614
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.1382239570891481,21.754605181186236,0.850776697265869
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.15207132887962946,21.871177908365745,0.9673494244453769
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.1659187006701108,21.98775063554525,1.0839221516248845
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.17976607246059215,22.10432336272476,1.200494878804392
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.19361344425107352,22.220896089904265,1.3170676059839
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.2074608160415549,22.337468817083774,1.4336403331634078
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.22130818783203624,22.454041544263283,1.5502130603429152
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.23515555962251758,22.57061427144279,1.6667857875224228
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.24900293141299895,22.6871869986223,1.7833585147019306
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.2628503032034803,22.803759725801804,1.8999312418814382
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.27669767499396164,22.920332452981313,2.016503969060946
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.290545046784443,23.036905180160822,2.1330766962404537
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.3043924185749244,23.153477907340328,2.2496494234199615
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.31823979036540573,23.270050634519837,2.3662221505994694
site_mortality__male_and_female_breast__total_effect,site,Mortality,Male and Female Breast,0.3320871621558871,23.386623361699343,2.482794877778977
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,-0.0002497608156655,20.60438885138401,-0.2994396325363576
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.013597610974815858,20.715220510105606,-0.18860797381475816
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.027444982765297218,20.826052168827207,-0.07777631509315869
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.04129235455577857,20.936883827548808,0.03305534362844072
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.05513972634625993,21.047715486270405,0.14388700235004015
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.0689870981367413,21.158547144992006,0.25471866107163965
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.08283446992722265,21.269378803713604,0.3655503197932391
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.09668184171770401,21.380210462435205,0.47638197851483854
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.11052921350818537,21.491042121156802,0.5872136372364379
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.12437658529866673,21.601873779878403,0.6980452959580374
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.1382239570891481,21.712705438600004,0.8088769546796368
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.15207132887962946,21.8235370973216,0.9197086134012363
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.1659187006701108,21.934368756043202,1.0305402721228356
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.17976607246059215,22.0452004147648,1.141371930844435
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.19361344425107352,22.1560320734864,1.2522035895660346
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.2074608160415549,22.266863732208,1.363035248287634
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.22130818783203624,22.3776953909296,1.4738669070092334
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.23515555962251758,22.4885270496512,1.5846985657308328
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.24900293141299895,22.599358708372797,1.6955302244524322
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.2628503032034803,22.7101903670944,1.8063618831740316
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.27669767499396164,22.821022025815996,1.917193541895631
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.290545046784443,22.931853684537597,2.0280252006172304
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.3043924185749244,23.042685343259198,2.1388568593388304
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.31823979036540573,23.153517001980795,2.2496885180604296
site_mortality__male_and_female_breast__direct_effect,site,Mortality,Male and Female Breast,0.3320871621558871,23.264348660702396,2.3605201767820287
site_mortality__prostate__total_effect,site,Mortality,Prostate,-0.0002497608156655,19.628570959911013,-1.209685267846994
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.013597610974815858,20.04484773471371,-0.7934084930442983
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.027444982765297218,20.461124509516406,-0.3771317182416023
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.04129235455577857,20.877401284319102,0.039145056561093475
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.05513972634625993,21.2936780591218,0.45542183136378933
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.0689870981367413,21.709954833924492,0.8716986061664854
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.08283446992722265,22.12623160872719,1.2879753809691812
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.09668184171770401,22.542508383529885,1.704252155771877
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.11052921350818537,22.95878515833258,2.1205289305745727
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.12437658529866673,23.375061933135278,2.5368057053772692
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.1382239570891481,23.791338707937975,2.9530824801799644
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.15207132887962946,24.20761548274067,3.3693592549826605
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.1659187006701108,24.623892257543364,3.785636029785356
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.17976607246059215,25.04016903234606,4.201912804588051
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.19361344425107352,25.456445807148757,4.618189579390748
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.2074608160415549,25.872722581951454,5.0344663541934445
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.22130818783203624,26.288999356754147,5.450743128996139
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.23515555962251758,26.705276131556843,5.867019903798835
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.24900293141299895,27.12155290635954,6.283296678601531
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.2628503032034803,27.537829681162236,6.699573453404227
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.27669767499396164,27.954106455964933,7.115850228206922
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.290545046784443,28.370383230767626,7.5321270030096175
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.3043924185749244,28.786660005570322,7.948403777812315
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.31823979036540573,29.20293678037302,8.36468055261501
site_mortality__prostate__total_effect,site,Mortality,Prostate,0.3320871621558871,29.619213555175712,8.780957327417706
site_mortality__prostate__direct_effect,site,Mortality,Prostate,-0.0002497608156655,19.737195077030904,-1.101061150727103
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.013597610974815858,20.116092131387028,-0.7221640963709802
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.027444982765297218,20.49498918574315,-0.3432670420148574
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.04129235455577857,20.87388624009927,0.03563001234126521
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.05513972634625993,21.252783294455394,0.414527066697388
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.0689870981367413,21.631680348811518,0.7934241210535109
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.08283446992722265,22.01057740316764,1.1723211754096337
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.09668184171770401,22.389474457523765,1.5512182297657564
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.11052921350818537,22.768371511879884,1.930115284121879
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.12437658529866673,23.147268566236008,2.309012338478002
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.1382239570891481,23.52616562059213,2.6879093928341242
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.15207132887962946,23.905062674948255,3.0668064471902476
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.1659187006701108,24.283959729304378,3.4457035015463697
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.17976607246059215,24.6628567836605,3.8246005559024923
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.19361344425107352,25.04175383801662,4.203497610258616
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.2074608160415549,25.420650892372745,4.582394664614738
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.22130818783203624,25.799547946728868,4.961291718970861
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.23515555962251758,26.17844500108499,5.340188773326983
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.24900293141299895,26.55734205544111,5.719085827683107
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.2628503032034803,26.936239109797235,6.097982882039228
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.27669767499396164,27.31513616415336,6.476879936395351
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.290545046784443,27.69403321850948,6.855776990751473
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.3043924185749244,28.072930272865605,7.234674045107597
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.31823979036540573,28.45182732722173,7.613571099463719
site_mortality__prostate__direct_effect,site,Mortality,Prostate,0.3320871621558871,28.83072438157785,7.992468153819842
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,-0.0002497608156655,7.268796400161845,0.1283154382379974
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.01116661485325167,7.22912158316516,0.0886406212413128
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.022582990522168844,7.1894467661684756,0.04896580424462821
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.03399936619108601,7.149771949171791,0.009290987247943635
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.04541574186000318,7.110097132175106,-0.03038382974874095
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.05683211752892035,7.070422315178422,-0.07005864674542554
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.06824849319783753,7.0307474981817375,-0.10973346374211014
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.0796648688667547,6.991072681185052,-0.1494082807387947
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.09108124453567187,6.951397864188368,-0.18908309773547932
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.10249762020458905,6.911723047191684,-0.22875791473216392
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.11391399587350622,6.8720482301949986,-0.26843273172884846
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.12533037154242338,6.832373413198314,-0.30810754872553303
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.13674674721134056,6.79269859620163,-0.34778236572221766
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.14816312288025774,6.753023779204945,-0.3874571827189023
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.1595794985491749,6.7133489622082605,-0.4271319997155868
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.17099587421809206,6.673674145211576,-0.4668068167122714
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.18241224988700924,6.633999328214891,-0.506481633708956
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.19382862555592642,6.594324511218207,-0.5461564507056407
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.2052450012248436,6.554649694221522,-0.5858312677023253
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.21666137689376075,6.514974877224837,-0.6255060846990097
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.22807775256267793,6.475300060228153,-0.6651809016956943
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.2394941282315951,6.435625243231469,-0.704855718692379
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.2509105039005122,6.395950426234784,-0.7445305356890634
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.2623268795694294,6.356275609238099,-0.784205352685748
site_mortality__liver_and_intrahepatic_bile_duct__total_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.2737432552383466,6.316600792241415,-0.8238801696824325
site_mortality__liver_and_intrahepatic_bile_duct__direct_effect,site,Mortality,Liver and Intrahepatic Bile Duct,-0.0002497608156655,7.288399155675364,0.14791819375151571
site_mortality__liver_and_intrahepatic_bile_duct__direct_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.01116661485325167,7.242663215026614,0.10218225310276476
site_mortality__liver_and_intrahepatic_bile_duct__direct_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.022582990522168844,7.196927274377862,0.05644631245401376
site_mortality__liver_and_intrahepatic_bile_duct__direct_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.03399936619108601,7.151191333729112,0.010710371805262808
site_mortality__liver_and_intrahepatic_bile_duct__direct_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.04541574186000318,7.10545539308036,-0.03502556884348816
site_mortality__liver_and_intrahepatic_bile_duct__direct_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.05683211752892035,7.05971945243161,-0.08076150949223913
site_mortality__liver_and_intrahepatic_bile_duct__direct_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.06824849319783753,7.013983511782858,-0.12649745014099015
site_mortality__liver_and_intrahepatic_bile_duct__direct_effect,site,Mortality,Liver and Intrahepatic Bile Duct,0.0796648688667547,6.968247571134108,-0.1722333907897411
