source,feature,source_column
acs_dp03,acs_dp03_dp03_0066pe,dp03_0066pe
acs_dp03,acs_dp03_dp03_0066pm,dp03_0066pm
acs_dp03,acs_dp03_dp03_0067e,dp03_0067e
acs_dp03,acs_dp03_dp03_0067m,dp03_0067m
acs_dp03,acs_dp03_dp03_0067pe,dp03_0067pe
acs_dp03,acs_dp03_dp03_0067pm,dp03_0067pm
acs_dp03,acs_dp03_dp03_0068e,dp03_0068e
acs_dp03,acs_dp03_dp03_0068m,dp03_0068m
acs_dp03,acs_dp03_dp03_0068pe,dp03_0068pe
acs_dp03,acs_dp03_dp03_0068pm,dp03_0068pm
acs_dp03,acs_dp03_dp03_0069e,dp03_0069e
acs_dp03,acs_dp03_dp03_0069m,dp03_0069m
acs_dp03,acs_dp03_dp03_0069pe,dp03_0069pe
acs_dp03,acs_dp03_dp03_0069pm,dp03_0069pm
acs_dp03,acs_dp03_dp03_0070e,dp03_0070e
acs_dp03,acs_dp03_dp03_0070m,dp03_0070m
acs_dp03,acs_dp03_dp03_0070pe,dp03_0070pe
acs_dp03,acs_dp03_dp03_0070pm,dp03_0070pm
acs_dp03,acs_dp03_dp03_0071e,dp03_0071e
acs_dp03,acs_dp03_dp03_0071m,dp03_0071m
acs_dp03,acs_dp03_dp03_0071pe,dp03_0071pe
acs_dp03,acs_dp03_dp03_0071pm,dp03_0071pm
acs_dp03,acs_dp03_dp03_0072e,dp03_0072e
acs_dp03,acs_dp03_dp03_0072m,dp03_0072m
acs_dp03,acs_dp03_dp03_0072pe,dp03_0072pe
acs_dp03,acs_dp03_dp03_0072pm,dp03_0072pm
acs_dp03,acs_dp03_dp03_0073e,dp03_0073e
acs_dp03,acs_dp03_dp03_0073m,dp03_0073m
acs_dp03,acs_dp03_dp03_0073pe,dp03_0073pe
acs_dp03,acs_dp03_dp03_0073pm,dp03_0073pm
acs_dp03,acs_dp03_dp03_0074e,dp03_0074e
acs_dp03,acs_dp03_dp03_0074m,dp03_0074m
acs_dp03,acs_dp03_dp03_0074pe,dp03_0074pe
acs_dp03,acs_dp03_dp03_0074pm,dp03_0074pm
acs_dp03,acs_dp03_dp03_0075e,dp03_0075e
acs_dp03,acs_dp03_dp03_0075m,dp03_0075m
acs_dp03,acs_dp03_dp03_0075pe,dp03_0075pe
acs_dp03,acs_dp03_dp03_0075pm,dp03_0075pm
acs_dp03,acs_dp03_dp03_0076e,dp03_0076e
acs_dp03,acs_dp03_dp03_0076m,dp03_0076m
acs_dp03,acs_dp03_dp03_0076pe,dp03_0076pe
acs_dp03,acs_dp03_dp03_0076pm,dp03_0076pm
acs_dp03,acs_dp03_dp03_0077e,dp03_0077e
acs_dp03,acs_dp03_dp03_0077m,dp03_0077m
acs_dp03,acs_dp03_dp03_0077pe,dp03_0077pe
acs_dp03,acs_dp03_dp03_0077pm,dp03_0077pm
acs_dp03,acs_dp03_dp03_0078e,dp03_0078e
acs_dp03,acs_dp03_dp03_0078m,dp03_0078m
acs_dp03,acs_dp03_dp03_0078pe,dp03_0078pe
acs_dp03,acs_dp03_dp03_0078pm,dp03_0078pm
acs_dp03,acs_dp03_dp03_0079e,dp03_0079e
acs_dp03,acs_dp03_dp03_0079m,dp03_0079m
acs_dp03,acs_dp03_dp03_0079pe,dp03_0079pe
acs_dp03,acs_dp03_dp03_0079pm,dp03_0079pm
acs_dp03,acs_dp03_dp03_0080e,dp03_0080e
acs_dp03,acs_dp03_dp03_0080m,dp03_0080m
acs_dp03,acs_dp03_dp03_0080pe,dp03_0080pe
acs_dp03,acs_dp03_dp03_0080pm,dp03_0080pm
acs_dp03,acs_dp03_dp03_0081e,dp03_0081e
acs_dp03,acs_dp03_dp03_0081m,dp03_0081m
acs_dp03,acs_dp03_dp03_0081pe,dp03_0081pe
acs_dp03,acs_dp03_dp03_0081pm,dp03_0081pm
acs_dp03,acs_dp03_dp03_0082e,dp03_0082e
acs_dp03,acs_dp03_dp03_0082m,dp03_0082m
acs_dp03,acs_dp03_dp03_0082pe,dp03_0082pe
acs_dp03,acs_dp03_dp03_0082pm,dp03_0082pm
acs_dp03,acs_dp03_dp03_0083e,dp03_0083e
acs_dp03,acs_dp03_dp03_0083m,dp03_0083m
acs_dp03,acs_dp03_dp03_0083pe,dp03_0083pe
acs_dp03,acs_dp03_dp03_0083pm,dp03_0083pm
acs_dp03,acs_dp03_dp03_0084e,dp03_0084e
acs_dp03,acs_dp03_dp03_0084m,dp03_0084m
acs_dp03,acs_dp03_dp03_0084pe,dp03_0084pe
acs_dp03,acs_dp03_dp03_0084pm,dp03_0084pm
acs_dp03,acs_dp03_dp03_0085e,dp03_0085e
acs_dp03,acs_dp03_dp03_0085m,dp03_0085m
acs_dp03,acs_dp03_dp03_0085pe,dp03_0085pe
acs_dp03,acs_dp03_dp03_0085pm,dp03_0085pm
acs_dp03,acs_dp03_dp03_0086e,dp03_0086e
acs_dp03,acs_dp03_dp03_0086m,dp03_0086m
acs_dp03,acs_dp03_dp03_0086pe,dp03_0086pe
acs_dp03,acs_dp03_dp03_0086pm,dp03_0086pm
acs_dp03,acs_dp03_dp03_0087e,dp03_0087e
acs_dp03,acs_dp03_dp03_0087m,dp03_0087m
acs_dp03,acs_dp03_dp03_0087pe,dp03_0087pe
acs_dp03,acs_dp03_dp03_0087pm,dp03_0087pm
acs_dp03,acs_dp03_dp03_0088e,dp03_0088e
acs_dp03,acs_dp03_dp03_0088m,dp03_0088m
acs_dp03,acs_dp03_dp03_0088pe,dp03_0088pe
acs_dp03,acs_dp03_dp03_0088pm,dp03_0088pm
acs_dp03,acs_dp03_dp03_0089e,dp03_0089e
acs_dp03,acs_dp03_dp03_0089m,dp03_0089m
acs_dp03,acs_dp03_dp03_0089pe,dp03_0089pe
acs_dp03,acs_dp03_dp03_0089pm,dp03_0089pm
acs_dp03,acs_dp03_dp03_0090e,dp03_0090e
acs_dp03,acs_dp03_dp03_0090m,dp03_0090m
acs_dp03,acs_dp03_dp03_0090pe,dp03_0090pe
acs_dp03,acs_dp03_dp03_0090pm,dp03_0090pm
acs_dp03,acs_dp03_dp03_0091e,dp03_0091e
acs_dp03,acs_dp03_dp03_0091m,dp03_0091m
acs_dp03,acs_dp03_dp03_0091pe,dp03_0091pe
acs_dp03,acs_dp03_dp03_0091pm,dp03_0091pm
acs_dp03,acs_dp03_dp03_0092e,dp03_0092e
acs_dp03,acs_dp03_dp03_0092m,dp03_0092m
acs_dp03,acs_dp03_dp03_0092pe,dp03_0092pe
acs_dp03,acs_dp03_dp03_0092pm,dp03_0092pm
acs_dp03,acs_dp03_dp03_0093e,dp03_0093e
acs_dp03,acs_dp03_dp03_0093m,dp03_0093m
acs_dp03,acs_dp03_dp03_0093pe,dp03_0093pe
acs_dp03,acs_dp03_dp03_0093pm,dp03_0093pm
acs_dp03,acs_dp03_dp03_0094e,dp03_0094e
acs_dp03,acs_dp03_dp03_0094m,dp03_0094m
acs_dp03,acs_dp03_dp03_0094pe,dp03_0094pe
acs_dp03,acs_dp03_dp03_0094pm,dp03_0094pm
acs_dp03,acs_dp03_dp03_0095e,dp03_0095e
acs_dp03,acs_dp03_dp03_0095m,dp03_0095m
acs_dp03,acs_dp03_dp03_0095pe,dp03_0095pe
acs_dp03,acs_dp03_dp03_0095pm,dp03_0095pm
acs_dp03,acs_dp03_dp03_0096e,dp03_0096e
acs_dp03,acs_dp03_dp03_0096m,dp03_0096m
acs_dp03,acs_dp03_dp03_0096pe,dp03_0096pe
acs_dp03,acs_dp03_dp03_0096pm,dp03_0096pm
acs_dp03,acs_dp03_dp03_0097e,dp03_0097e
acs_dp03,acs_dp03_dp03_0097m,dp03_0097m
acs_dp03,acs_dp03_dp03_0097pe,dp03_0097pe
acs_dp03,acs_dp03_dp03_0097pm,dp03_0097pm
acs_dp03,acs_dp03_dp03_0098e,dp03_0098e
acs_dp03,acs_dp03_dp03_0098m,dp03_0098m
acs_dp03,acs_dp03_dp03_0098pe,dp03_0098pe
acs_dp03,acs_dp03_dp03_0098pm,dp03_0098pm
acs_dp03,acs_dp03_dp03_0099e,dp03_0099e
acs_dp03,acs_dp03_dp03_0099m,dp03_0099m
acs_dp03,acs_dp03_dp03_0099pe,dp03_0099pe
acs_dp03,acs_dp03_dp03_0099pm,dp03_0099pm
acs_dp03,acs_dp03_dp03_0100e,dp03_0100e
acs_dp03,acs_dp03_dp03_0100m,dp03_0100m
acs_dp03,acs_dp03_dp03_0100pe,dp03_0100pe
acs_dp03,acs_dp03_dp03_0100pm,dp03_0100pm
acs_dp03,acs_dp03_dp03_0101e,dp03_0101e
acs_dp03,acs_dp03_dp03_0101m,dp03_0101m
acs_dp03,acs_dp03_dp03_0101pe,dp03_0101pe
acs_dp03,acs_dp03_dp03_0101pm,dp03_0101pm
acs_dp03,acs_dp03_dp03_0102e,dp03_0102e
acs_dp03,acs_dp03_dp03_0102m,dp03_0102m
acs_dp03,acs_dp03_dp03_0102pe,dp03_0102pe
acs_dp03,acs_dp03_dp03_0102pm,dp03_0102pm
acs_dp03,acs_dp03_dp03_0103e,dp03_0103e
acs_dp03,acs_dp03_dp03_0103m,dp03_0103m
acs_dp03,acs_dp03_dp03_0103pe,dp03_0103pe
acs_dp03,acs_dp03_dp03_0103pm,dp03_0103pm
acs_dp03,acs_dp03_dp03_0104e,dp03_0104e
acs_dp03,acs_dp03_dp03_0104m,dp03_0104m
acs_dp03,acs_dp03_dp03_0104pe,dp03_0104pe
acs_dp03,acs_dp03_dp03_0104pm,dp03_0104pm
acs_dp03,acs_dp03_dp03_0105e,dp03_0105e
acs_dp03,acs_dp03_dp03_0105m,dp03_0105m
acs_dp03,acs_dp03_dp03_0105pe,dp03_0105pe
acs_dp03,acs_dp03_dp03_0105pm,dp03_0105pm
acs_dp03,acs_dp03_dp03_0106e,dp03_0106e
acs_dp03,acs_dp03_dp03_0106m,dp03_0106m
acs_dp03,acs_dp03_dp03_0106pe,dp03_0106pe
acs_dp03,acs_dp03_dp03_0106pm,dp03_0106pm
acs_dp03,acs_dp03_dp03_0107e,dp03_0107e
acs_dp03,acs_dp03_dp03_0107m,dp03_0107m
acs_dp03,acs_dp03_dp03_0107pe,dp03_0107pe
acs_dp03,acs_dp03_dp03_0107pm,dp03_0107pm
acs_dp03,acs_dp03_dp03_0108e,dp03_0108e
acs_dp03,acs_dp03_dp03_0108m,dp03_0108m
acs_dp03,acs_dp03_dp03_0108pe,dp03_0108pe
acs_dp03,acs_dp03_dp03_0108pm,dp03_0108pm
acs_dp03,acs_dp03_dp03_0109e,dp03_0109e
acs_dp03,acs_dp03_dp03_0109m,dp03_0109m
acs_dp03,acs_dp03_dp03_0109pe,dp03_0109pe
acs_dp03,acs_dp03_dp03_0109pm,dp03_0109pm
acs_dp03,acs_dp03_dp03_0110e,dp03_0110e
acs_dp03,acs_dp03_dp03_0110m,dp03_0110m
acs_dp03,acs_dp03_dp03_0110pe,dp03_0110pe
acs_dp03,acs_dp03_dp03_0110pm,dp03_0110pm
acs_dp03,acs_dp03_dp03_0111e,dp03_0111e
acs_dp03,acs_dp03_dp03_0111m,dp03_0111m
acs_dp03,acs_dp03_dp03_0111pe,dp03_0111pe
acs_dp03,acs_dp03_dp03_0111pm,dp03_0111pm
acs_dp03,acs_dp03_dp03_0112e,dp03_0112e
acs_dp03,acs_dp03_dp03_0112m,dp03_0112m
acs_dp03,acs_dp03_dp03_0112pe,dp03_0112pe
acs_dp03,acs_dp03_dp03_0112pm,dp03_0112pm
acs_dp03,acs_dp03_dp03_0113e,dp03_0113e
acs_dp03,acs_dp03_dp03_0113m,dp03_0113m
acs_dp03,acs_dp03_dp03_0113pe,dp03_0113pe
acs_dp03,acs_dp03_dp03_0113pm,dp03_0113pm
acs_dp03,acs_dp03_dp03_0114e,dp03_0114e
acs_dp03,acs_dp03_dp03_0114m,dp03_0114m
acs_dp03,acs_dp03_dp03_0114pe,dp03_0114pe
acs_dp03,acs_dp03_dp03_0114pm,dp03_0114pm
acs_dp03,acs_dp03_dp03_0115e,dp03_0115e
acs_dp03,acs_dp03_dp03_0115m,dp03_0115m
acs_dp03,acs_dp03_dp03_0115pe,dp03_0115pe
acs_dp03,acs_dp03_dp03_0115pm,dp03_0115pm
acs_dp03,acs_dp03_dp03_0116e,dp03_0116e
acs_dp03,acs_dp03_dp03_0116m,dp03_0116m
acs_dp03,acs_dp03_dp03_0116pe,dp03_0116pe
acs_dp03,acs_dp03_dp03_0116pm,dp03_0116pm
acs_dp03,acs_dp03_dp03_0117e,dp03_0117e
acs_dp03,acs_dp03_dp03_0117m,dp03_0117m
acs_dp03,acs_dp03_dp03_0117pe,dp03_0117pe
acs_dp03,acs_dp03_dp03_0117pm,dp03_0117pm
acs_dp03,acs_dp03_dp03_0118e,dp03_0118e
acs_dp03,acs_dp03_dp03_0118m,dp03_0118m
acs_dp03,acs_dp03_dp03_0118pe,dp03_0118pe
acs_dp03,acs_dp03_dp03_0118pm,dp03_0118pm
acs_dp03,acs_dp03_dp03_0119e,dp03_0119e
acs_dp03,acs_dp03_dp03_0119m,dp03_0119m
acs_dp03,acs_dp03_dp03_0119pe,dp03_0119pe
acs_dp03,acs_dp03_dp03_0119pm,dp03_0119pm
acs_dp03,acs_dp03_dp03_0120e,dp03_0120e
acs_dp03,acs_dp03_dp03_0120m,dp03_0120m
acs_dp03,acs_dp03_dp03_0120pe,dp03_0120pe
acs_dp03,acs_dp03_dp03_0120pm,dp03_0120pm
acs_dp03,acs_dp03_dp03_0121e,dp03_0121e
acs_dp03,acs_dp03_dp03_0121m,dp03_0121m
acs_dp03,acs_dp03_dp03_0121pe,dp03_0121pe
acs_dp03,acs_dp03_dp03_0121pm,dp03_0121pm
acs_dp03,acs_dp03_dp03_0122e,dp03_0122e
acs_dp03,acs_dp03_dp03_0122m,dp03_0122m
acs_dp03,acs_dp03_dp03_0122pe,dp03_0122pe
acs_dp03,acs_dp03_dp03_0122pm,dp03_0122pm
acs_dp03,acs_dp03_dp03_0123e,dp03_0123e
acs_dp03,acs_dp03_dp03_0123m,dp03_0123m
acs_dp03,acs_dp03_dp03_0123pe,dp03_0123pe
acs_dp03,acs_dp03_dp03_0123pm,dp03_0123pm
acs_dp03,acs_dp03_dp03_0124e,dp03_0124e
acs_dp03,acs_dp03_dp03_0124m,dp03_0124m
acs_dp03,acs_dp03_dp03_0124pe,dp03_0124pe
acs_dp03,acs_dp03_dp03_0124pm,dp03_0124pm
acs_dp03,acs_dp03_dp03_0125e,dp03_0125e
acs_dp03,acs_dp03_dp03_0125m,dp03_0125m
acs_dp03,acs_dp03_dp03_0125pe,dp03_0125pe
acs_dp03,acs_dp03_dp03_0125pm,dp03_0125pm
acs_dp03,acs_dp03_dp03_0126e,dp03_0126e
acs_dp03,acs_dp03_dp03_0126m,dp03_0126m
acs_dp03,acs_dp03_dp03_0126pe,dp03_0126pe
acs_dp03,acs_dp03_dp03_0126pm,dp03_0126pm
acs_dp03,acs_dp03_dp03_0127e,dp03_0127e
acs_dp03,acs_dp03_dp03_0127m,dp03_0127m
acs_dp03,acs_dp03_dp03_0127pe,dp03_0127pe
acs_dp03,acs_dp03_dp03_0127pm,dp03_0127pm
acs_dp03,acs_dp03_dp03_0128e,dp03_0128e
acs_dp03,acs_dp03_dp03_0128m,dp03_0128m
acs_dp03,acs_dp03_dp03_0128pe,dp03_0128pe
acs_dp03,acs_dp03_dp03_0128pm,dp03_0128pm
acs_dp03,acs_dp03_dp03_0129e,dp03_0129e
acs_dp03,acs_dp03_dp03_0129m,dp03_0129m
acs_dp03,acs_dp03_dp03_0129pe,dp03_0129pe
acs_dp03,acs_dp03_dp03_0129pm,dp03_0129pm
acs_dp03,acs_dp03_dp03_0130e,dp03_0130e
acs_dp03,acs_dp03_dp03_0130m,dp03_0130m
acs_dp03,acs_dp03_dp03_0130pe,dp03_0130pe
acs_dp03,acs_dp03_dp03_0130pm,dp03_0130pm
acs_dp03,acs_dp03_dp03_0131e,dp03_0131e
acs_dp03,acs_dp03_dp03_0131m,dp03_0131m
acs_dp03,acs_dp03_dp03_0131pe,dp03_0131pe
acs_dp03,acs_dp03_dp03_0131pm,dp03_0131pm
acs_dp03,acs_dp03_dp03_0132e,dp03_0132e
acs_dp03,acs_dp03_dp03_0132m,dp03_0132m
acs_dp03,acs_dp03_dp03_0132pe,dp03_0132pe
acs_dp03,acs_dp03_dp03_0132pm,dp03_0132pm
acs_dp03,acs_dp03_dp03_0133e,dp03_0133e
acs_dp03,acs_dp03_dp03_0133m,dp03_0133m
acs_dp03,acs_dp03_dp03_0133pe,dp03_0133pe
acs_dp03,acs_dp03_dp03_0133pm,dp03_0133pm
acs_dp03,acs_dp03_dp03_0134e,dp03_0134e
acs_dp03,acs_dp03_dp03_0134m,dp03_0134m
acs_dp03,acs_dp03_dp03_0134pe,dp03_0134pe
acs_dp03,acs_dp03_dp03_0134pm,dp03_0134pm
acs_dp03,acs_dp03_dp03_0135e,dp03_0135e
acs_dp03,acs_dp03_dp03_0135m,dp03_0135m
acs_dp03,acs_dp03_dp03_0135pe,dp03_0135pe
acs_dp03,acs_dp03_dp03_0135pm,dp03_0135pm
acs_dp03,acs_dp03_dp03_0136e,dp03_0136e
acs_dp03,acs_dp03_dp03_0136m,dp03_0136m
acs_dp03,acs_dp03_dp03_0136pe,dp03_0136pe
acs_dp03,acs_dp03_dp03_0136pm,dp03_0136pm
acs_dp03,acs_dp03_dp03_0137e,dp03_0137e
acs_dp03,acs_dp03_dp03_0137m,dp03_0137m
acs_dp03,acs_dp03_dp03_0137pe,dp03_0137pe
acs_dp03,acs_dp03_dp03_0137pm,dp03_0137pm
acs_dp04,acs_dp04_dp04_0001e,dp04_0001e
acs_dp04,acs_dp04_dp04_0001m,dp04_0001m
acs_dp04,acs_dp04_dp04_0001pe,dp04_0001pe
acs_dp04,acs_dp04_dp04_0001pm,dp04_0001pm
acs_dp04,acs_dp04_dp04_0002e,dp04_0002e
acs_dp04,acs_dp04_dp04_0002m,dp04_0002m
acs_dp04,acs_dp04_dp04_0002pe,dp04_0002pe
acs_dp04,acs_dp04_dp04_0002pm,dp04_0002pm
acs_dp04,acs_dp04_dp04_0003e,dp04_0003e
acs_dp04,acs_dp04_dp04_0003m,dp04_0003m
acs_dp04,acs_dp04_dp04_0003pe,dp04_0003pe
acs_dp04,acs_dp04_dp04_0003pm,dp04_0003pm
acs_dp04,acs_dp04_dp04_0004e,dp04_0004e
acs_dp04,acs_dp04_dp04_0004m,dp04_0004m
acs_dp04,acs_dp04_dp04_0004pe,dp04_0004pe
acs_dp04,acs_dp04_dp04_0004pm,dp04_0004pm
acs_dp04,acs_dp04_dp04_0005e,dp04_0005e
acs_dp04,acs_dp04_dp04_0005m,dp04_0005m
acs_dp04,acs_dp04_dp04_0005pe,dp04_0005pe
acs_dp04,acs_dp04_dp04_0005pm,dp04_0005pm
acs_dp04,acs_dp04_dp04_0006e,dp04_0006e
acs_dp04,acs_dp04_dp04_0006m,dp04_0006m
acs_dp04,acs_dp04_dp04_0006pe,dp04_0006pe
acs_dp04,acs_dp04_dp04_0006pm,dp04_0006pm
acs_dp04,acs_dp04_dp04_0007e,dp04_0007e
acs_dp04,acs_dp04_dp04_0007m,dp04_0007m
acs_dp04,acs_dp04_dp04_0007pe,dp04_0007pe
acs_dp04,acs_dp04_dp04_0007pm,dp04_0007pm
acs_dp04,acs_dp04_dp04_0008e,dp04_0008e
acs_dp04,acs_dp04_dp04_0008m,dp04_0008m
acs_dp04,acs_dp04_dp04_0008pe,dp04_0008pe
acs_dp04,acs_dp04_dp04_0008pm,dp04_0008pm
acs_dp04,acs_dp04_dp04_0009e,dp04_0009e
acs_dp04,acs_dp04_dp04_0009m,dp04_0009m
acs_dp04,acs_dp04_dp04_0009pe,dp04_0009pe
acs_dp04,acs_dp04_dp04_0009pm,dp04_0009pm
acs_dp04,acs_dp04_dp04_0010e,dp04_0010e
acs_dp04,acs_dp04_dp04_0010m,dp04_0010m
acs_dp04,acs_dp04_dp04_0010pe,dp04_0010pe
acs_dp04,acs_dp04_dp04_0010pm,dp04_0010pm
acs_dp04,acs_dp04_dp04_0011e,dp04_0011e
acs_dp04,acs_dp04_dp04_0011m,dp04_0011m
acs_dp04,acs_dp04_dp04_0011pe,dp04_0011pe
acs_dp04,acs_dp04_dp04_0011pm,dp04_0011pm
acs_dp04,acs_dp04_dp04_0012e,dp04_0012e
acs_dp04,acs_dp04_dp04_0012m,dp04_0012m
acs_dp04,acs_dp04_dp04_0012pe,dp04_0012pe
acs_dp04,acs_dp04_dp04_0012pm,dp04_0012pm
acs_dp04,acs_dp04_dp04_0013e,dp04_0013e
acs_dp04,acs_dp04_dp04_0013m,dp04_0013m
acs_dp04,acs_dp04_dp04_0013pe,dp04_0013pe
acs_dp04,acs_dp04_dp04_0013pm,dp04_0013pm
acs_dp04,acs_dp04_dp04_0014e,dp04_0014e
acs_dp04,acs_dp04_dp04_0014m,dp04_0014m
acs_dp04,acs_dp04_dp04_0014pe,dp04_0014pe
acs_dp04,acs_dp04_dp04_0014pm,dp04_0014pm
acs_dp04,acs_dp04_dp04_0015e,dp04_0015e
acs_dp04,acs_dp04_dp04_0015m,dp04_0015m
acs_dp04,acs_dp04_dp04_0015pe,dp04_0015pe
acs_dp04,acs_dp04_dp04_0015pm,dp04_0015pm
acs_dp04,acs_dp04_dp04_0016e,dp04_0016e
acs_dp04,acs_dp04_dp04_0016m,dp04_0016m
acs_dp04,acs_dp04_dp04_0016pe,dp04_0016pe
acs_dp04,acs_dp04_dp04_0016pm,dp04_0016pm
acs_dp04,acs_dp04_dp04_0017e,dp04_0017e
acs_dp04,acs_dp04_dp04_0017m,dp04_0017m
acs_dp04,acs_dp04_dp04_0017pe,dp04_0017pe
acs_dp04,acs_dp04_dp04_0017pm,dp04_0017pm
acs_dp04,acs_dp04_dp04_0018e,dp04_0018e
acs_dp04,acs_dp04_dp04_0018m,dp04_0018m
acs_dp04,acs_dp04_dp04_0018pe,dp04_0018pe
acs_dp04,acs_dp04_dp04_0018pm,dp04_0018pm
acs_dp04,acs_dp04_dp04_0019e,dp04_0019e
acs_dp04,acs_dp04_dp04_0019m,dp04_0019m
acs_dp04,acs_dp04_dp04_0019pe,dp04_0019pe
acs_dp04,acs_dp04_dp04_0019pm,dp04_0019pm
acs_dp04,acs_dp04_dp04_0020e,dp04_0020e
acs_dp04,acs_dp04_dp04_0020m,dp04_0020m
acs_dp04,acs_dp04_dp04_0020pe,dp04_0020pe
acs_dp04,acs_dp04_dp04_0020pm,dp04_0020pm
acs_dp04,acs_dp04_dp04_0021e,dp04_0021e
acs_dp04,acs_dp04_dp04_0021m,dp04_0021m
acs_dp04,acs_dp04_dp04_0021pe,dp04_0021pe
acs_dp04,acs_dp04_dp04_0021pm,dp04_0021pm
acs_dp04,acs_dp04_dp04_0022e,dp04_0022e
acs_dp04,acs_dp04_dp04_0022m,dp04_0022m
acs_dp04,acs_dp04_dp04_0022pe,dp04_0022pe
acs_dp04,acs_dp04_dp04_0022pm,dp04_0022pm
acs_dp04,acs_dp04_dp04_0023e,dp04_0023e
acs_dp04,acs_dp04_dp04_0023m,dp04_0023m
acs_dp04,acs_dp04_dp04_0023pe,dp04_0023pe
acs_dp04,acs_dp04_dp04_0023pm,dp04_0023pm
acs_dp04,acs_dp04_dp04_0024e,dp04_0024e
acs_dp04,acs_dp04_dp04_0024m,dp04_0024m
acs_dp04,acs_dp04_dp04_0024pe,dp04_0024pe
acs_dp04,acs_dp04_dp04_0024pm,dp04_0024pm
acs_dp04,acs_dp04_dp04_0025e,dp04_0025e
acs_dp04,acs_dp04_dp04_0025m,dp04_0025m
acs_dp04,acs_dp04_dp04_0025pe,dp04_0025pe
acs_dp04,acs_dp04_dp04_0025pm,dp04_0025pm
acs_dp04,acs_dp04_dp04_0026e,dp04_0026e
acs_dp04,acs_dp04_dp04_0026m,dp04_0026m
acs_dp04,acs_dp04_dp04_0026pe,dp04_0026pe
acs_dp04,acs_dp04_dp04_0026pm,dp04_0026pm
acs_dp04,acs_dp04_dp04_0027e,dp04_0027e
acs_dp04,acs_dp04_dp04_0027m,dp04_0027m
acs_dp04,acs_dp04_dp04_0027pe,dp04_0027pe
acs_dp04,acs_dp04_dp04_0027pm,dp04_0027pm
acs_dp04,acs_dp04_dp04_0028e,dp04_0028e
acs_dp04,acs_dp04_dp04_0028m,dp04_0028m
acs_dp04,acs_dp04_dp04_0028pe,dp04_0028pe
acs_dp04,acs_dp04_dp04_0028pm,dp04_0028pm
acs_dp04,acs_dp04_dp04_0029e,dp04_0029e
acs_dp04,acs_dp04_dp04_0029m,dp04_0029m
acs_dp04,acs_dp04_dp04_0029pe,dp04_0029pe
acs_dp04,acs_dp04_dp04_0029pm,dp04_0029pm
acs_dp04,acs_dp04_dp04_0030e,dp04_0030e
acs_dp04,acs_dp04_dp04_0030m,dp04_0030m
acs_dp04,acs_dp04_dp04_0030pe,dp04_0030pe
acs_dp04,acs_dp04_dp04_0030pm,dp04_0030pm
acs_dp04,acs_dp04_dp04_0031e,dp04_0031e
acs_dp04,acs_dp04_dp04_0031m,dp04_0031m
acs_dp04,acs_dp04_dp04_0031pe,dp04_0031pe
acs_dp04,acs_dp04_dp04_0031pm,dp04_0031pm
acs_dp04,acs_dp04_dp04_0032e,dp04_0032e
acs_dp04,acs_dp04_dp04_0032m,dp04_0032m
acs_dp04,acs_dp04_dp04_0032pe,dp04_0032pe
acs_dp04,acs_dp04_dp04_0032pm,dp04_0032pm
acs_dp04,acs_dp04_dp04_0033e,dp04_0033e
acs_dp04,acs_dp04_dp04_0033m,dp04_0033m
acs_dp04,acs_dp04_dp04_0033pe,dp04_0033pe
acs_dp04,acs_dp04_dp04_0033pm,dp04_0033pm
acs_dp04,acs_dp04_dp04_0034e,dp04_0034e
acs_dp04,acs_dp04_dp04_0034m,dp04_0034m
acs_dp04,acs_dp04_dp04_0034pe,dp04_0034pe
acs_dp04,acs_dp04_dp04_0034pm,dp04_0034pm
acs_dp04,acs_dp04_dp04_0035e,dp04_0035e
acs_dp04,acs_dp04_dp04_0035m,dp04_0035m
acs_dp04,acs_dp04_dp04_0035pe,dp04_0035pe
acs_dp04,acs_dp04_dp04_0035pm,dp04_0035pm
acs_dp04,acs_dp04_dp04_0036e,dp04_0036e
acs_dp04,acs_dp04_dp04_0036m,dp04_0036m
acs_dp04,acs_dp04_dp04_0036pe,dp04_0036pe
acs_dp04,acs_dp04_dp04_0036pm,dp04_0036pm
acs_dp04,acs_dp04_dp04_0037e,dp04_0037e
acs_dp04,acs_dp04_dp04_0037m,dp04_0037m
acs_dp04,acs_dp04_dp04_0037pe,dp04_0037pe
acs_dp04,acs_dp04_dp04_0037pm,dp04_0037pm
acs_dp04,acs_dp04_dp04_0038e,dp04_0038e
acs_dp04,acs_dp04_dp04_0038m,dp04_0038m
acs_dp04,acs_dp04_dp04_0038pe,dp04_0038pe
acs_dp04,acs_dp04_dp04_0038pm,dp04_0038pm
acs_dp04,acs_dp04_dp04_0039e,dp04_0039e
acs_dp04,acs_dp04_dp04_0039m,dp04_0039m
acs_dp04,acs_dp04_dp04_0039pe,dp04_0039pe
acs_dp04,acs_dp04_dp04_0039pm,dp04_0039pm
acs_dp04,acs_dp04_dp04_0040e,dp04_0040e
acs_dp04,acs_dp04_dp04_0040m,dp04_0040m
acs_dp04,acs_dp04_dp04_0040pe,dp04_0040pe
acs_dp04,acs_dp04_dp04_0040pm,dp04_0040pm
acs_dp04,acs_dp04_dp04_0041e,dp04_0041e
acs_dp04,acs_dp04_dp04_0041m,dp04_0041m
acs_dp04,acs_dp04_dp04_0041pe,dp04_0041pe
acs_dp04,acs_dp04_dp04_0041pm,dp04_0041pm
acs_dp04,acs_dp04_dp04_0042e,dp04_0042e
